LUGAR,MUNICIPIO,CALLE,NÚMERO,NÚMERO INTERIOR,HORARIO,TIPO,ENTIDAD DE GOBIERNO,LATITUD,LONGITUD,INFORMACION COMPLEMENTARIA,FECHA ACTUALIZACIÓN
Coordinación General de la Policí­a Investigadora,Guadalajara,Calle 14 entre las calles 3 y 5 Zona Industrial,2550,,"Las 24 horas\, los 365 dÃ­as del aÃ±o.",,,31.8515607,-116.5728226," Guadalajara Calle 14 entre las calles 3 y 5 Zona Industrial 2550 44940 3837-6000 extensiÃ³n 12140 3837-6091 Las 24 horas, los 365 dÃ­as del aÃ±o. 31.8515607-116.5728226 ",2013-04-23T20:55:44Z
Dirección de Mecenazgo y Relaciones Públicas de la Sria. de Cultura de Jalisco,Guadalajara,Avenida La Paz,875,Primer Piso,Lunes a viernes de 9:00 a 15:00 horas,,,20.6686931,-103.34935439999998," Guadalajara Avenida La Paz 875 Primer Piso 44360 39-42-12-00 ext. 51112 39-42-12-00 ext. 51117 Lunes a viernes de 9:00 a 15:00 horas 20.6686931-103.34935439999998 ",2013-04-23T20:55:44Z
Subprocuradurí­a de Control de Procesos,Guadalajara,Calle 14 entre las calles 3 y 5 Zona Industrial,2567,,Lunes a Viernes de 08:00 a 21:00 horas,,,31.8515607,-116.57282220000002," Guadalajara Calle 14 entre las calles 3 y 5 Zona Industrial 2567 44940 3837-6000, 3837-6087 3837-6000 extensiÃ³n 18981 Lunes a Viernes de 08:00 a 21:00 horas 31.8515607-116.57282220000002 ",2013-04-23T20:55:44Z
Registro Público de la Propiedad y Comercio,Guadalajara,Avenida Prolongación Alcalde,1855,Primer piso,9:00 a 15:00 Hrs.,,,20.701609,-103.347787," Guadalajara Avenida Prolongación Alcalde 1855 Primer piso 44270 38192460 38192461 9:00 a 15:00 Hrs. 20.701609-103.347787 ",2014-11-28T19:34:37Z
División de Mandamientos Judiciales,Guadalajara,Calle 14 entre las calles 3 y 5 Zona Industrial,2550,,"Las 24 horas\, los 365 dÃ­as del aÃ±o.",,,31.8515607,-116.5728226," Guadalajara Calle 14 entre las calles 3 y 5 Zona Industrial 2550 44940 3837-6000 extensiÃ³n 18970, directo 3837-6087 Las 24 horas, los 365 dÃ­as del aÃ±o. 31.8515607-116.5728226 ",2013-04-23T20:55:44Z
"Procuradurí­a Social ",Guadalajara,"Avenida Alcalde ",1351,edificio C tercer piso,Los turnos se entregan de 8:30 a 14:00 horas,,,20.7110531,-103.34639449999997," Guadalajara Avenida Alcalde 1351 edificio C tercer piso 44100 30302900 Los turnos se entregan de 8:30 a 14:00 horas 20.7110531-103.34639449999997 ",2013-04-23T20:55:44Z
"Unidad de Transparencia e Información de la Procuradurí­a General de Justicia del Estado ",Guadalajara,Rafael Camacho esquina Tamaulipas,s/n,,Lunes a Viernes de 08:00 a 15:00 horas,,,20.6596492,-103.34962510000003," Guadalajara Rafael Camacho esquina Tamaulipas s/n 3837-6000 extensiÃ³n 47879, Lada sin Costo 01800-640-9298. 3819-2393 Lunes a Viernes de 08:00 a 15:00 horas 20.6596492-103.34962510000003 ",2013-04-23T20:55:44Z
Dirección de Publicaciones de la Sria. de Cultura,Guadalajara,Cuitláhuac,305,,Lunes a viernes de 9:00 a 15:00 horas,,,20.6661545,-103.34274189999996," Guadalajara Cuitláhuac 305 44450 39-42-12-00 ext. 21407, 20307, 20306, 20308 39-42-12-00 ext. 21407 Lunes a viernes de 9:00 a 15:00 horas 20.6661545-103.34274189999996 ",2013-04-23T20:55:44Z
Subprocuradurí­a &quot;A&quot; del Ministerio Público Especializado,Guadalajara,Calle 14 entre las calles 3 y 5 Zona Industrial,2567,,"Las 24 horas\, los 365 dÃ­as del aÃ±o.",,,31.8515607,-116.57282220000002," Guadalajara Calle 14 entre las calles 3 y 5 Zona Industrial 2567 44940 3837-6000 3837-6024 Las 24 horas, los 365 dÃ­as del aÃ±o. 31.8515607-116.57282220000002 ",2013-04-23T20:55:44Z
Dirección de Investigaciones de la Sria. de Cultura,Guadalajara,Cuitláhuac,305,,Lunes a viernes de 8:00 a 14:00 horas,,,20.6661545,-103.34274189999996," Guadalajara Cuitláhuac 305 44450 39-42-12-00 ext. 20312, 20313, 21426 30-30-14-09 Lunes a viernes de 8:00 a 14:00 horas 20.6661545-103.34274189999996 ",2013-04-23T20:55:44Z
Módulo externo de recaudación (Caja licencias de Tlaquepaque),Tlaquepaque,Calle Rosales,313,Esq. RevoluciÃ³n,De lunes a viernes de 8:30 a 15:30,,,20.6407335,-103.29815009999999," Tlaquepaque Calle Rosales 313 Esq. RevoluciÃ³n (33) 3838-8379 De lunes a viernes de 8:30 a 15:30 20.6407335-103.29815009999999 ",2013-04-23T20:55:44Z
"SEMADET | Delegación 07, Sierra de Amula",El Grullo,18 de Marzo,55,local 16,Lunes a Viernes de 09:00 a 17:00 hrs.,Oficina de Gobierno,Secretaría de Medio Ambiente y Desarrollo Territorial,19.805175,-104.2175694," El Grullo 18 de Marzo 55 local 16 Plaza las Grullas 48740 (321) 387.4530 (321) 387.4530 Lunes a Viernes de 09:00 a 17:00 hrs. Ing. Adrián Salvador Viscencio Sánchez adrian.viscencio@jalisco.gob.mx 19.805175-104.2175694 Secretaría de Medio Ambiente y Desarrollo Territorial ",2014-02-21T00:12:51Z
"SEMADET | Delegación 02, Altos Norte",Lagos de Moreno,San Modesto,50,,Lunes a Viernes de 09:00 a 17:00 hrs.,Oficina de Gobierno,Secretaría de Medio Ambiente y Desarrollo Territorial,21.3717722,-101.9228583," Lagos de Moreno San Modesto 50 La palma 47420 (474) 741.2771, Ext. 52771, 51601 y 51602 (474) 741.2771 Lunes a Viernes de 09:00 a 17:00 hrs. Lic. Javier Padilla López javier.padillalopez@jalisco.gob.mx 21.3717722-101.9228583 Secretaría de Medio Ambiente y Desarrollo Territorial ",2014-02-21T00:11:31Z
Dirección de Control y Mantenimiento de Edificios Culturales de la Sria. de Cultura,Guadalajara,Avenida La Paz,875,,lunes a viernes de 9:00 a 18:00 horas,,,20.6686931,-103.34935439999998," Guadalajara Avenida La Paz 875 44180 39-42-12-00 ext. 51017, 51026 39-42-12-00 Ext. 51046 lunes a viernes de 9:00 a 18:00 horas 20.6686931-103.34935439999998 ",2013-04-23T20:55:44Z
Contralorí­a Interna (Procuradurí­a General de Justicia),Guadalajara,Calle 14 entre las calles 3 y 5 Zona Industrial,2567,,Lunes a Viernes de 09:00 a 21:00 horas,,,31.8515607,-116.57282220000002," Guadalajara Calle 14 entre las calles 3 y 5 Zona Industrial 2567 44940 Contraloria 3837-6060, Linea directa MIO 3837-6055, Lada sin costo: 01-800-640-9298 Lunes a Viernes de 09:00 a 21:00 horas 31.8515607-116.57282220000002 ",2013-04-23T20:55:44Z
Dirección de Patrimonio Artí­stico e Histórico de la Sria. de Cultura,Guadalajara,Cuitláhuac,305,,Lunes a viernes de 9:00 a 15:00 horas,,,20.6661545,-103.34274189999996," Guadalajara Cuitláhuac 305 44450 39-42-12-00 ext. 21408, 21420 30-30-14-20 Lunes a viernes de 9:00 a 15:00 horas 20.6661545-103.34274189999996 ",2013-04-23T20:55:44Z
Dirección de Artes Escónicas de la Sria. de Cultura,Guadalajara,"Prolongación Alcalde ",1451,,Lunes a viernes de 8:00 a 20:00 horas,,,20.6996698,-103.34801470000002," Guadalajara Prolongación Alcalde 1451 39-42-12-00 ext. 47851, 47854 39-42-12-00 ext. 47851 Lunes a viernes de 8:00 a 20:00 horas 20.6996698-103.34801470000002 ",2013-04-23T20:55:44Z
Agencia del M. P. adscrita al Puesto de Socorros &quot;Cruz Roja&quot;,Guadalajara,San Felipe,s/n,,"Las 24 horas\, los 365 dí­as del año.",,Secretaría de Salud,20.6794114,-103.3552421," Guadalajara San Felipe s/n 3837-6000 extensión 12280, directo 3614-6053 Las 24 horas, los 365 dí­as del año. 20.6794114-103.3552421 Secretaría de Salud ",2013-07-10T21:37:06Z
Dirección de Literatura de la Sria. de Cultura,Guadalajara,"Avenida Juárez ",638,,Lunes a viernes de 9:00 a 15:00 horas,,,20.6749486,-103.35395189999997," Guadalajara Avenida Juárez 638 44100 39-42-12-00 ext. 21371, 21372 y 21390 39-42-12-00 ext. 21371 Lunes a viernes de 9:00 a 15:00 horas 20.6749486-103.35395189999997 ",2013-04-23T20:55:44Z
"Agencia del M. P. adscrita al Puesto de Socorro ",Guadalajara,Calle íngeles y Analco,714,,"Las 24 horas\, los 365 dÃ­as del aÃ±o.",,,,," Guadalajara Calle íngeles y Analco 714 Conmutador 3837-6000 extensiÃ³n 12277, directo 3669-1331 Las 24 horas, los 365 dÃ­as del aÃ±o. ",2013-04-23T20:55:44Z
Dirección de Danza de la Sria. de Cultura,Guadalajara,"Prolongación Alcalde ",1451,,Lunes a viernes de 9:00 a 15:00 horas,,,20.6996698,-103.34801470000002," Guadalajara Prolongación Alcalde 1451 39-42-12-00 ext. 47859, 47853 39-42-12-00 ext. 47859 Lunes a viernes de 9:00 a 15:00 horas 20.6996698-103.34801470000002 ",2013-04-23T20:55:44Z
Agencia del M. P. adscrita al Puesto de Socorros &quot;Delgadillo Araujo&quot;,Guadalajara,Avenida Veracruz,997,,"Las 24 horas\, los 365 dÃ­as del aÃ±o.",Hospital,,20.6916499,-103.35229079999999," Guadalajara Avenida Veracruz 997 Conmutador 3837-6000 Ext. 12274 Directo 3614-6031 Las 24 horas, los 365 dÃ­as del aÃ±o. 20.6916499-103.35229079999999 ",2013-07-03T18:03:54Z
Dirección de Música de la Sria. de Cultura,Guadalajara,"Avenida Juárez ",638,,Lunes a viernes de 9:00 a 15:00 horas,,,20.6749486,-103.35395189999997," Guadalajara Avenida Juárez 638 44100 39-42-12-00 ext. 21370 39-42-12-00 ext. 21356 Lunes a viernes de 9:00 a 15:00 horas 20.6749486-103.35395189999997 ",2013-04-23T20:55:44Z
Agencia del M. P. adscrita al Puesto de Socorr,Guadalajara,Calle 52 y Medrano,S/N,,"Las 24 horas\, los 365 dÃ­as del aÃ±o.",,,20.6403597,-103.30521579999998," Guadalajara Calle 52 y Medrano S/N 3837-6000 extensiÃ³n 12271, directo 3643-7191. Las 24 horas, los 365 dÃ­as del aÃ±o. 20.6403597-103.30521579999998 ",2013-04-23T20:55:44Z
Agencia del M. P. adscrita al Puesto de Socorros,Guadalajara,Avenida Adolfo Lopez Mateos Sur,5100,,"Las 24 horas\, los 365 dÃ­as del aÃ±o.",Hospital,,20.665837,-103.39313529999998," Guadalajara Avenida Adolfo Lopez Mateos Sur 5100 Conmutador 3837-6000 extensiÃ³n 12268. Directo 3634-5913. Las 24 horas, los 365 dÃ­as del aÃ±o. 20.665837-103.39313529999998 ",2013-07-03T18:04:09Z
Consejo Estatal de Promoción Económica- CEPE,Guadalajara,López Cotilla,1505,4to. Piso,Lunes a Viernes de 09:00 a 17:00 hrs,,"Consejo Estatal de Promoción Económica- CEPE,Organismos",20.673658,-103.3697651," Guadalajara López Cotilla 1505 4to. Piso 44140 (33) 3678-2072 (33) 3678-2073 Lunes a Viernes de 09:00 a 17:00 hrs 20.673658-103.3697651 Consejo Estatal de Promoción Económica- CEPE ",2013-12-02T16:28:55Z
"SEMADET | Delegación 09, Costa Norte",Puerto Vallarta,Av. de los Grandes Lagos,236,,Lunes a Viernes de 09:00 a 17:00 hrs.,Oficina de Gobierno,Secretaría de Medio Ambiente y Desarrollo Territorial,20.6523944,-105.2247972," Puerto Vallarta Av. de los Grandes Lagos 236 Fluvial Vallarta 48312 (322) 226.1808, Exts. 51801, 52803, 52804 y 52805 Lunes a Viernes de 09:00 a 17:00 hrs. Lic. José Guadalupe Cruz Ramos joseguadalupe.cruz@jalisco.gob.mx 20.6523944-105.2247972 Secretaría de Medio Ambiente y Desarrollo Territorial ",2014-02-21T00:13:15Z
Unidad Estatal de Protección Civil y Bomberos Jalisco. UEPCBJ,Guadalajara,"Av. 18 de Marzo ",750,,24 horas del día,,"Unidad Estatal de Protección Civil y Bomberos Jalisco,Organismos",20.6294944,-103.3421634," Guadalajara Av. 18 de Marzo 750 La Nogalera 44470 (0133) 3675-3060 Con Diez líneas 24 horas del día J. Trinidad López Rivas trinidad.lopez@jalisco.gob.mx 20.6294944-103.3421634 Unidad Estatal de Protección Civil y Bomberos Jalisco ",2014-07-30T15:25:42Z
SEMADET | Oficinas Centrales,Guadalajara,"Av. Circunvalación Agustín Yañez No. 2343 (esquina\, Av. Niños Héroes) ",2343,,Lunes a Viernes de 09:00 a 17:00 hrs.,Oficina de Gobierno,Secretaría de Medio Ambiente y Desarrollo Territorial,20.6678337,-103.3788414," Guadalajara Av. Circunvalación Agustín Yañez No. 2343 (esquina, Av. Niños Héroes) 2343 Moderna 44130 (33) 3030.8250, (33) 3030.8258 (33) 3030.8281 Lunes a Viernes de 09:00 a 17:00 hrs. 20.6678337-103.3788414 Secretaría de Medio Ambiente y Desarrollo Territorial ",2014-06-13T19:12:56Z
Secretarí­a de Asuntos Juridicos,Guadalajara,Corona,31,Planta alta,9:00 a 17:00 Lunes a Viernes,,,20.6762417,-103.34649719999999," Guadalajara Corona 31 Planta alta 44100 36681831 9:00 a 17:00 Lunes a Viernes 20.6762417-103.34649719999999 ",2013-04-23T20:55:43Z
Dirección de Profesiones,Guadalajara,Madero,110,,9:00 a 14:30 horas Lunes a Viernes,Oficina de Gobierno,Secretaría General de Gobierno,20.673709,-103.345019," Guadalajara Madero 110 1543 8800 9:00 a 14:30 horas Lunes a Viernes 20.673709-103.345019 Secretaría General de Gobierno ",2015-03-26T18:32:04Z
Dirección General de Prevención y Readaptación Social,,Km. 17.5 Carretera Libre a Zapotlanejo,s/n,,"De Lunes a Viernes\, de 09:00 a 18:00 horas.",,,20.599162,-103.233115," Km. 17.5 Carretera Libre a Zapotlanejo s/n (33) 3030 0441 De Lunes a Viernes, de 09:00 a 18:00 horas. 20.599162-103.233115 ",2013-04-23T20:55:46Z
Denuncia Anónima Ciudadana,Guadalajara,Libertad,200,,"Los 365 dÃ­as del aÃ±o\, las 24 horas.",,,20.7263473,-103.39318660000004," Guadalajara Libertad 200 44100 089 Los 365 dÃ­as del aÃ±o, las 24 horas. 20.7263473-103.39318660000004 ",2013-04-23T20:55:46Z
Centro Integral de Comunicaciones,Tlajomulco de Zúñiga,Avenida Paseo de la Cima,434,,Lunes a Viernes: 08:00 a 16:00 horas,,,20.4736111,-103.44305559999998," Tlajomulco de Zúñiga Avenida Paseo de la Cima 434 (33)3134 4943 Lunes a Viernes: 08:00 a 16:00 horas 20.4736111-103.44305559999998 ",2013-04-23T20:55:46Z
Inspección General de Policí­a- Unidad Anticorrupción,Guadalajara,Libertad,200,Piso 9,Lunes a Viernes: 08:00 a 16:00 horas,,,20.7263473,-103.39318660000004," Guadalajara Libertad 200 Piso 9 44100 (33) 3668 7900 ext. 17999 Correo de voz (33) 3668 7999 Lunes a Viernes: 08:00 a 16:00 horas 20.7263473-103.39318660000004 ",2013-04-23T20:55:46Z
Secretarí­a de Seguridad Pública,Guadalajara,Libertad,200,,,,,20.7263473,-103.39318660000004," Guadalajara Libertad 200 44100 (33) 3668 7900 20.7263473-103.39318660000004 ",2013-04-23T20:55:46Z
Subprocuradurí­a de Concertación Social &quot;C&quot;,Guadalajara,Calle 14 entre las calles 3 y 5 Zona Industrial,2550,,Lunes a Viernes de 08:00 a 15:00 horas en las Agencias del T/M y de 15:00 a 21:00 horas T/V,,,31.8515607,-116.5728226," Guadalajara Calle 14 entre las calles 3 y 5 Zona Industrial 2550 44940 Lunes a Viernes de 08:00 a 15:00 horas en las Agencias del T/M y de 15:00 a 21:00 horas T/V 31.8515607-116.5728226 ",2013-04-23T20:55:46Z
Coordinación de Nivelación Escolar de la Academia de Policí­a y Vialidad del Estado,Guadalajara,Avenida Patria,2080,,Lunes a viernes de 09:00 a 18:00 horas.,,,20.6397057,-103.41975120000001," Guadalajara Avenida Patria 2080 (33) 3030 0864 Lunes a viernes de 09:00 a 18:00 horas. 20.6397057-103.41975120000001 ",2013-04-23T20:55:46Z
"Direccion del Registro Estatal de los Servicios Publicos de Transito y Transporte, ",Guadalajara,Prolongacion Avenida Alcalde esquina Avenida Circunvalacion,1351,,Lunes a Viernes de 9:00 a 15:00 hrs.,,,32.5049689,-116.94730390000001," Guadalajara Prolongacion Avenida Alcalde esquina Avenida Circunvalacion 1351 44290 38192422 Lunes a Viernes de 9:00 a 15:00 hrs. 32.5049689-116.94730390000001 ",2013-04-23T20:55:46Z
"Coordinación de Educación Superior de la Academia de Policí­a y Vialidad del Estado. ",Guadalajara,Avenida Patria,2080,,Lunes a viernes de 09:00 a 21:00 horas.,Oficina de Gobierno,Secretaría de Educación,20.6397057,-103.41975120000001," Guadalajara Avenida Patria 2080 (3) 3030 0874 Lunes a viernes de 09:00 a 21:00 horas. 20.6397057-103.41975120000001 Secretaría de Educación ",2013-07-09T14:20:07Z
Dirección General de Prevención y Readaptación Social,Tonalá,"Kilómetro 17.5 Carretera Libre a Zapotlanejo\, Complejo Penitenciario.",S/N.,,Lunes a viernes 09:00 a 15:00 horas.,,,20.6815855,-103.26562639999997," Tonalá Kilómetro 17.5 Carretera Libre a Zapotlanejo, Complejo Penitenciario. S/N. (33) 3030 0424 Y (33) 3030 0425 Lunes a viernes 09:00 a 15:00 horas. 20.6815855-103.26562639999997 ",2013-04-23T20:55:46Z
Agencia del M. P. Receptora de Delitos Contra la Libertad y Seguridad Personas,Guadalajara,Calzada Independencia Norte,778,,"Las 24 horas\, los 365 dÃ­as del aÃ±o",,,20.7252877,-103.3153312," Guadalajara Calzada Independencia Norte 778 44290 3837-6000 extensiÃ³n 12170 Las 24 horas, los 365 dÃ­as del aÃ±o 20.7252877-103.3153312 ",2013-04-23T20:55:46Z
Unidad Policial de Atención en Crisis de la Dirección de la Policí­a Auxiliar,Guadalajara,Avenida 16 de Septiembre,,,"Los 365 días del año\, las 24 horas.",,Fiscalía General del Estado,20.6666837,-103.3483784," Guadalajara Avenida 16 de Septiembre 44100 (33) 3668 7900 y (33) 3668 7979 ext. 18273 y 18282. Los 365 días del año, las 24 horas. 20.6666837-103.3483784 Fiscalía General del Estado ",2013-09-12T16:10:26Z
Dirección General de Seguridad Pública del Estado (área de Barandilla),Guadalajara,Libertad,200,,Servicio las 24 horas.,,,20.7263473,-103.39318660000004," Guadalajara Libertad 200 44100 (33) 3668 79 00 ext. 18027 Servicio las 24 horas. 20.7263473-103.39318660000004 ",2013-04-23T20:55:46Z
Policí­a Cibernética de Jalisco,Guadalajara,"Avenida 16 de Septiembre\, Jalisco.",,,Lunes a Viernes: 09:00 a 17:00 horas  vía Telefónica,,Fiscalía General del Estado,20.6666837,-103.3483784," Guadalajara Avenida 16 de Septiembre, Jalisco. 44100 (33) 3668 7900 Ext. 18041 Lunes a Viernes: 09:00 a 17:00 horas vía Telefónica 20.6666837-103.3483784 Fiscalía General del Estado ",2013-07-08T15:35:43Z
Agencias de Menores (Coordinación de Delitos cometidos en Agravio de Menores),Guadalajara,Calzada Independencia Norte,778,,"Lunes a Viernes de 09:00 a 21:00 hrs\, en Agencias de Menores y las 24 horas\, los 365 dÃ­as del aÃ±o en la Operativa",,,20.7252877,-103.3153312," Guadalajara Calzada Independencia Norte 778 44290 Agencia de Menores tel. 39422629. Agencia 8 Opertaiva tel. 38-37-60-00 ExtensiÃ³n 12640 Lunes a Viernes de 09:00 a 21:00 hrs, en Agencias de Menores y las 24 horas, los 365 dÃ­as del aÃ±o en la Operativa 20.7252877-103.3153312 ",2013-04-23T20:55:46Z
Coordinación de Educación Superior de la Academia de Policí­a y Vialidad del Estado,Guadalajara,Av. Rí­o Nilo y Mercedes Celis,s/n,,"Lunes a Viernes\, de 09:00 a 21:00 horas. ",,Secretaría de Educación,20.6596492,-103.34962510000003," Guadalajara Av. Rí­o Nilo y Mercedes Celis s/n (33) 3030 0854 Lunes a Viernes, de 09:00 a 21:00 horas. 20.6596492-103.34962510000003 Secretaría de Educación ",2013-07-09T14:19:30Z
Centro Preventivo y de Readaptación Femenil,Tonalá,Km. 17.5 Carretera Libre a Zapotlanejo,s/n,,Lunes a viernes 09:00 a 15:00 horas.,,,20.6049114,-103.25430089999998," Tonalá Km. 17.5 Carretera Libre a Zapotlanejo s/n (33) 3030 0442 Lunes a viernes 09:00 a 15:00 horas. 20.6049114-103.25430089999998 ",2013-04-23T20:55:46Z
Dirección General de Prevención y Readaptación Social (DIGPRES),,Km. 17.5 Carretera Libre a Zapotlanejo,s/n,,"Lunes a Viernes\, de 09:00 a 15:00 horas. ",,,20.599162,-103.233115," Km. 17.5 Carretera Libre a Zapotlanejo s/n (33) 3030 0424 Y (33) 3030 0425 Lunes a Viernes, de 09:00 a 15:00 horas. 20.599162-103.233115 ",2013-04-23T20:55:46Z
Atención Ciudadana del Centro Integral de Comunicaciones,Tlajomulco de Zúñiga,Avenida Paseo de la Cima,434,,"Lunes a Viernes\, de 08:30 a 15:30 horas. ",,,20.4736111,-103.44305559999998," Tlajomulco de Zúñiga Avenida Paseo de la Cima 434 (33) 31 34 49 23 Lunes a Viernes, de 08:30 a 15:30 horas. 20.4736111-103.44305559999998 ",2013-07-10T17:18:56Z
"Coordinación de Selección de Personal, Dirección de Recursos Humanos",Guadalajara,"Herrera y Cairo (Piso 2) ",1034,,"Lunes a viernes\, de 09:00 a 17:00 horas.",,,20.682908,-103.35852799999998," Guadalajara Herrera y Cairo (Piso 2) 1034 44100 (33) 3030 8035 Lunes a viernes, de 09:00 a 17:00 horas. 20.682908-103.35852799999998 ",2013-04-23T20:55:46Z
Coordinación de Reclutamiento y Selección de Personal de la Academia de Policí­a y Viali,Guadalajara,Av. Rí­o Nilo y Mercedes Celis,s/n,,Lunes a Viernes: 09:00 a 18:30 horas,,,20.6596492,-103.34962510000003," Guadalajara Av. Rí­o Nilo y Mercedes Celis s/n (33) 3030 0868; (33) 3030 0869; (33) 3030 0856; LADA GRATUITA 01 800 800 7654 Lunes a Viernes: 09:00 a 18:30 horas Lic. Ana Elizabeth de la Torre ana.delatorre@jalisco.gob.mx 20.6596492-103.34962510000003 ",2013-04-23T20:55:46Z
Dirección General del Sistema Postpenitenciario y Atención a Liberados.,Guadalajara,Libertad,896,,Lunes a domingo de 08:00 a 20:00 horas.,,,20.727265,-103.39826679999999," Guadalajara Libertad 896 44100 (33) 3668 7950 y (33) 3030 8025 Lunes a domingo de 08:00 a 20:00 horas. 20.727265-103.39826679999999 ",2013-04-23T20:55:46Z
Reclusorio Preventivo del Estado de Jalisco,Tonalá,Km. 17.5 Carretera Libre a Zapotlanejo,s/n,,Lunes a viernes 09:00 a 15:00 horas.,,Fiscalía General del Estado,20.6049114,-103.25430089999998," Tonalá Km. 17.5 Carretera Libre a Zapotlanejo s/n (33) 3030 0474 Lunes a viernes 09:00 a 15:00 horas. 20.6049114-103.25430089999998 Fiscalía General del Estado ",2013-07-10T17:42:32Z
Centro de Readaptación Social número 1 del Estado de Jalisco,Tonalá,Km. 17.5 Carretera Libre a Zapotlanejo,s/n,,Lunes a viernes 09:00 a 15:00 horas.,,,20.6049114,-103.25430089999998," Tonalá Km. 17.5 Carretera Libre a Zapotlanejo s/n (33) 3030 0490 Lunes a viernes 09:00 a 15:00 horas. 20.6049114-103.25430089999998 ",2013-04-23T20:55:46Z
